station,date,time,prec,surfwet,glorad,metp,megrtp,mesotp10,mesotp30,meanrh,meanwd,meanwv,wd2,wv2,pres,netrad,heatflux
6069,13/03/2023,16,0.2,0,29.5,9.1,8.7,3.9,3.1,89.3,234.9,9.1,234.9,7.5,968.3,10,15
6069,13/03/2023,17,0.2,0,12.2,9,8.5,4.1,3.2,89.3,230.2,9.6,230.2,7.8,967.7,-6.7,14.4
6069,13/03/2023,18,0,0,1.7,8.9,8.4,4.2,3.3,90.8,229.7,9.7,229.7,7.9,967.6,-16.9,13.8
6069,13/03/2023,19,0,0,0,9,8.5,4.3,3.4,87.9,231.2,9.8,231.2,8,967.6,-15.5,13.2
6069,13/03/2023,20,0,0,0,8.9,8.5,4.4,3.5,87.6,232.8,9.7,232.8,7.9,967.7,-15.3,12.7
6069,13/03/2023,21,0,0,0.4,8.7,8.3,4.5,3.6,90.4,237.8,9.6,237.8,7.6,967.8,-12.6,12.2
6069,13/03/2023,22,0.2,0,0.6,8,7.7,4.5,3.6,95.6,236.7,8.2,236.7,6.7,968.3,-10.2,11.8
6069,13/03/2023,23,0.2,0,0.2,7.8,7.5,4.6,3.7,96.8,233.9,7.2,233.9,6,968.6,-10.1,11.3
6069,14/03/2023,0,0.3,0,0.6,7.7,7.4,4.6,3.8,96.8,233.8,7.1,233.8,5.8,968.8,-9.9,10.9
6069,14/03/2023,1,0.2,0,0.8,7.5,7.2,4.7,3.9,96.8,236.3,6.4,236.3,5.2,968.9,-9.3,10.5
6069,14/03/2023,2,0.5,0,0,7,6.8,4.7,3.9,96.8,252.3,5.6,252.3,4.5,969,-9.7,10
6069,14/03/2023,3,0.2,0,0.2,4.6,4.6,4.8,4,96.8,305,3.7,305,2.6,969.4,-7.4,9.4
6069,14/03/2023,4,0.3,0,0.3,3.7,3.7,4.7,4,96.8,306.2,3.9,306.2,2.8,970.2,-6.8,8.2
6069,14/03/2023,5,0.5,0,0,2.7,2.6,4.7,4.1,96.8,304,4,304,3,971.2,-7.9,6.4
6069,14/03/2023,6,0.2,0,0.9,1.8,1.4,4.7,4.1,93,301.8,4.2,301.8,3.1,971.7,-5.7,4.5
6069,14/03/2023,7,0.1,0,9.5,2.1,1.5,4.6,4.1,87.8,299.7,4.4,299.7,3.2,972.4,-4.7,2.4
6069,14/03/2023,8,0,0,84,2.8,2.4,4.6,4.2,80.2,298.4,4.6,298.4,3.5,973.4,41.6,0.9
6069,14/03/2023,9,0,0,146.1,3.2,3.3,4.5,4.2,73.4,306.4,6.3,306.4,4.6,974.1,75.6,0.4
6069,14/03/2023,10,0,0,250.9,3.4,3.8,4.5,4.2,76,303.2,7.3,303.2,5.5,975.1,143.7,0.9
6069,14/03/2023,11,0,0,501.8,4.3,5.4,4.5,4.2,64,297.9,8.4,297.9,6.5,976.4,301,1.9
6069,14/03/2023,12,0,0,534,4.8,5.9,4.5,4.2,56.9,294.9,8.6,294.9,6.5,977.5,313.4,4
6069,14/03/2023,13,0,0,542.8,5.1,6.4,4.6,4.2,55.4,293.1,8.6,293.1,6.5,978.5,316.8,6.1
6069,14/03/2023,14,0,0,446.1,5,6.1,4.8,4.3,55.2,284.5,8.1,284.5,6,979.5,230,8
6069,14/03/2023,15,0,0,242.9,4.8,5.4,4.9,4.3,57.7,289.1,7.6,289.1,5.7,980.5,97.5,8.7
6069,14/03/2023,16,0,0,180.8,4.4,4.6,5,4.3,59.9,293,7.3,293,5.4,981.3,35.4,7.5
6069,14/03/2023,17,0,0,79.6,3.9,3.8,5,4.4,61.2,297.2,6,297.2,4.4,982.3,-35.6,5.6
6069,14/03/2023,18,0,0,7.7,3.4,2.6,5,4.4,68.2,306.9,4,306.9,2.8,983.8,-80.8,3.3
6069,14/03/2023,19,0,0,0,2.5,1.4,4.9,4.4,73,300.8,3.7,300.8,2.7,985.4,-99,0.8
6069,14/03/2023,20,0,0,0,2.2,1.3,4.7,4.5,74.4,301.8,5.1,301.8,3.8,986.7,-98,-1.8
6069,14/03/2023,21,0,0,0,2,1.2,4.6,4.5,70.1,310,6.2,310,4.4,988.1,-97.5,-3.9
6069,14/03/2023,22,0,0,0,1.6,0.7,4.4,4.5,69.1,302.2,5.2,302.2,3.7,989.2,-97.1,-5.6
6069,14/03/2023,23,0,0,0,1.1,0.2,4.3,4.4,70.5,287.2,4.7,287.2,3.3,989.9,-94.9,-6.9
6069,15/03/2023,0,0,0,0,0.7,-0.1,4.1,4.4,69.3,286.3,4,286.3,2.9,990.6,-87.5,-7.9
6069,15/03/2023,1,0,0,0,0.7,-0.3,4,4.4,69.8,285.4,3.4,285.4,2.3,991.3,-72.3,-8.8
6069,15/03/2023,2,0,0,0,0.1,-0.9,3.8,4.3,77.5,268.5,2.7,268.5,2.1,992,-59.7,-9.4
6069,15/03/2023,3,0,0,0,0.3,-0.5,3.7,4.3,81.7,281.3,2.9,281.3,2,992.6,-73.1,-9.9
6069,15/03/2023,4,0,0,0,-0.1,-0.9,3.6,4.2,88.1,246.6,3.8,246.6,3,993.1,-77.9,-10.2
6069,15/03/2023,5,0,0,0,-0.6,-1.2,3.5,4.2,92.3,250.4,3.7,250.4,2.9,993.8,-85.2,-10.6
6069,15/03/2023,6,0,0,2.1,-0.8,-1.3,3.4,4.1,93.2,257.7,4.5,257.7,3.5,994.3,-80.6,-10.9
6069,15/03/2023,7,0,0,63.7,-0.8,-1.1,3.3,4.1,93.9,242.4,2.9,242.4,2.4,995.3,-48.3,-11.1
6069,15/03/2023,8,0,0,206.1,0.3,0.8,3.1,4,90.6,249,4.2,249,3.3,996.3,42.7,-11.3
6069,15/03/2023,9,0,0,318.1,1.6,2.5,3.1,3.9,85,257.4,5.2,257.4,4,997.2,133.8,-11
6069,15/03/2023,10,0,0,457.2,3.2,4.7,3,3.9,73.8,259.4,5,259.4,3.9,998.1,245.9,-9.6
6069,15/03/2023,11,0,0,434.6,4.1,5.5,3.1,3.8,66.4,261.3,5.5,261.3,4.2,998.6,257.7,-5.9
6069,15/03/2023,12,0,0,384.1,4.6,5.8,3.2,3.8,60.1,276.1,6,276.1,4.6,998.9,221.9,-1.3
6069,15/03/2023,13,0,0,287.3,3.5,4.3,3.4,3.8,72.2,260.7,5.1,260.7,4,999.5,162.9,2.2
6069,15/03/2023,14,0.1,0,128.9,2.9,3.3,3.6,3.8,83.9,255,5.2,255,4,999.8,74.5,4
6069,15/03/2023,15,0.7,0,88.4,1.2,1.3,3.8,3.8,96.1,224.7,3.6,224.7,2.9,999.6,61.7,4.1
6069,15/03/2023,16,0.2,0,157.5,2.6,2.9,3.9,3.8,95.4,233.9,5.2,233.9,4.1,999.1,84.6,2.7
6069,15/03/2023,17,2,0,35.2,2.3,1.9,3.9,3.8,94.5,255.7,5.3,255.7,4,998.9,17.6,2.2
6069,15/03/2023,18,0.3,0,13.1,2.9,2.4,3.9,3.9,92.9,262.4,6.6,262.4,4.9,999,-3.7,0.3
6069,15/03/2023,19,0,0,0.5,2.3,2.1,3.9,3.9,95.3,314.2,6.3,314.2,4.5,1000.5,-8.1,-1.6
6069,15/03/2023,20,0,0,0.6,0.9,0.8,3.8,3.9,97,328.3,5.7,328.3,4.3,1002.8,-5,-2.2
6069,15/03/2023,21,0,0,0,1.1,0.9,3.7,3.9,97,323.1,3.4,323.1,2.6,1004.3,-23,-2.9
6069,15/03/2023,22,0,0,0,0.6,-0.2,3.7,3.9,97,266.4,1.7,266.4,1.4,1005.3,-63,-3.5
6069,15/03/2023,23,0,0,0,0.1,-1.1,3.6,3.9,97,243.9,0.7,243.9,0.8,1006,-38.6,-4.6
6069,16/03/2023,0,0,0,0,-0.2,-2.6,3.5,3.9,97,236.6,0.2,236.6,0.5,1006.4,-24.6,-5.9
6069,16/03/2023,1,0,0,0,-0.9,-3,3.4,3.9,97,208.4,0,208.4,0.2,1006.8,-14.4,-7.3
6069,16/03/2023,2,0,0,0,-1.4,-3.3,3.3,3.9,96.9,165.6,0.1,165.6,0.9,1007,-10.2,-8.5
6069,16/03/2023,3,0,0,0,-1.2,-2.6,3.2,3.9,96.9,162.3,1.3,162.3,1.3,1007,-7.5,-9.6
6069,16/03/2023,4,0,0,0,-1.1,-2.1,3.1,3.8,96.9,168.9,1.9,168.9,1.2,1007.1,-4.9,-10.3
6069,16/03/2023,5,0,0,0,-0.9,-1.5,3,3.8,97,159.1,2.8,159.1,2,1007.3,-4.5,-10.8
6069,16/03/2023,6,0,0,2.3,-0.4,-0.9,2.9,3.7,97,155.5,3.2,155.5,2.5,1007.6,-2.2,-11
6069,16/03/2023,7,0,0,25.5,0.1,-0.3,2.8,3.7,97,144.3,3.9,144.3,3.1,1007.7,13.2,-11.1
6069,16/03/2023,8,0,0,59.5,0.6,0.3,2.7,3.6,96.6,140.2,4.8,140.2,3.8,1007.8,27.4,-11
6069,16/03/2023,9,0,0,168.4,1.5,1.5,2.6,3.6,95.2,146,5.1,146,4,1008.1,97.3,-10.6
6069,16/03/2023,10,0,0,196.4,2.7,2.9,2.6,3.5,88.3,149.1,6.8,149.1,5.5,1007.9,118.7,-9.5
6069,16/03/2023,11,0,0,225.4,3.7,4.1,2.6,3.5,79.8,151.1,6.9,151.1,5.7,1007.6,139.6,-6.9
6069,16/03/2023,12,0,0,174.4,4.4,4.6,2.7,3.4,72.3,148,7.2,148,5.8,1007.2,100.3,-3.6
6069,16/03/2023,13,0,0,161,4.9,4.9,2.8,3.4,63.6,144.6,8.5,144.6,6.8,1006.2,89.1,-1.1
6069,16/03/2023,14,0,0,136.2,5,4.9,3,3.4,60.3,145.8,10.4,145.8,8.3,1005.2,72.7,0.4
6069,16/03/2023,15,0,0,84.5,4.9,4.6,3.1,3.4,56.2,157.6,10.5,157.6,8.6,1004.4,39,1
6069,16/03/2023,16,0,0,44.7,4.4,4,3.2,3.4,59.2,158.8,10.2,158.8,8.2,1003.6,11.8,0.7
6069,16/03/2023,17,0,0,14.6,4.4,3.9,3.2,3.4,56,158.3,10.6,158.3,8.6,1003.1,-14.1,-0.2
6069,16/03/2023,18,0,0,2.4,4.7,4.2,3.3,3.5,52.8,158.2,9.4,158.2,7.5,1002.9,-24,-1.2
6069,16/03/2023,19,0,0,0,4.8,4.3,3.2,3.5,53,169.5,11.4,169.5,9.1,1002.7,-24.1,-2.1
6069,16/03/2023,20,0,0,2.2,3.5,2.8,3.2,3.5,72.7,166.3,11.2,166.3,9.1,1003,-8.9,-2.7
6069,16/03/2023,21,0,0,1.1,3.7,2.9,3.2,3.5,71.9,148.8,8.9,148.8,7.4,1002.5,-15.4,-3
6069,16/03/2023,22,0.3,0,1.6,4.1,3.4,3.2,3.5,67.1,166.1,10.4,166.1,8.4,1002.2,-15,-3.2
6069,16/03/2023,23,0.5,0,2.8,2.7,2.3,3.2,3.5,89.4,165.2,9.6,165.2,7.7,1002,-5.7,-3.4
6069,17/03/2023,0,0.1,0,2.5,2.8,2.3,3.2,3.5,90.3,158.2,8.5,158.2,6.8,1001.4,-5.6,-3.5
6069,17/03/2023,1,0,0,0.8,3.6,3,3.2,3.5,78.4,152,7.8,152,6.4,1000.5,-10.3,-3.5
6069,17/03/2023,2,0.3,0,1.9,3.7,3,3.1,3.5,75.1,151.2,8.1,151.2,6.6,999.9,-7.8,-3.4
6069,17/03/2023,3,0.4,0,2.3,3.1,2.6,3.1,3.5,83.4,150.3,7,150.3,5.6,999.4,-4.8,-3.4
6069,17/03/2023,4,0.8,0,1.5,3,2.5,3.1,3.5,87.2,150.6,7.1,150.6,5.9,998.7,-5,-3.4
6069,17/03/2023,5,0.2,0,0.9,2.8,2.4,3.1,3.5,91.1,144.4,7.1,144.4,5.7,998.1,-5.2,-3.3
6069,17/03/2023,6,0.1,0,2.1,3.1,2.6,3.1,3.5,89.4,151.6,6.7,151.6,5.3,997.7,-6.3,-3.3
6069,17/03/2023,7,0.3,0,14.9,3.2,2.8,3.1,3.5,91.7,162.1,6.6,162.1,5.2,997.3,3.8,-3.2
6069,17/03/2023,8,0.2,0,32.5,3.3,3,3.1,3.5,95,165.2,7.1,165.2,5.8,997.4,21.7,-2.9
6069,17/03/2023,9,0,0,72.4,3.7,3.6,3.1,3.5,92.8,162.8,6.7,162.8,5.6,996.9,51.8,-2.4
6069,17/03/2023,10,0,0,122.1,4.5,4.5,3.2,3.5,88.4,169.9,6.5,169.9,5.2,997,89.3,-1.4
6069,17/03/2023,11,0.1,0,174.7,5.3,5.5,3.2,3.5,86.8,173.5,5.2,173.5,4.2,997.1,127.5,0.2
6069,17/03/2023,12,0,0,274.2,6.4,7,3.3,3.5,84.5,165.7,4.2,165.7,3.4,996.9,193.6,2.5
6069,17/03/2023,13,0,0,318,8.7,9.7,3.5,3.5,71.5,175,4.8,175,4.1,996.8,206.9,5.4
6069,17/03/2023,14,0,0,292.9,9.4,10.1,3.7,3.6,68.7,176.5,5,176.5,4.1,996.9,185.5,9.8
6069,17/03/2023,15,0,0,145.2,9.3,9.5,4,3.6,70.1,187.8,4,187.8,3.3,996.9,79.1,13.1
6069,17/03/2023,16,0,0,93.8,9,9,4.2,3.7,73.2,172.7,4.1,172.7,3.4,996.7,48.1,14.2
6069,17/03/2023,17,0,0,31.9,8.6,8.3,4.5,3.7,79.7,195.2,4.6,195.2,3.7,996.9,7.2,14
6069,17/03/2023,18,0,0,4.5,7.7,7.5,4.6,3.8,89,201,4.7,201,3.8,997.3,-9.9,12.7
6069,17/03/2023,19,0,0,0,7.5,7.3,4.7,3.9,90.2,197.3,3.9,197.3,3.1,997.5,-13,11.1
6069,17/03/2023,20,0,0,0.1,7.4,7.1,4.8,4,90.2,206.8,2.3,206.8,2.2,997.7,-12.6,9.6
6069,17/03/2023,21,0,0,0.2,7.4,7.1,4.8,4.1,90.2,196.5,2.4,196.5,2.3,997.8,-13.6,8.4
6069,17/03/2023,22,0,0,0,7.5,7.1,4.8,4.1,92.7,196.7,2.3,196.7,2.1,997.8,-16.9,7.6
6069,17/03/2023,23,0,0,0.2,7.4,7,4.8,4.2,94.2,214,1.1,214,1.6,997.8,-13.7,6.9
6069,18/03/2023,0,0,0,0.1,7.3,7,4.8,4.3,94.3,199.2,0.9,199.2,1.8,997.9,-12,6.4
6069,18/03/2023,1,0.2,0,0,7.2,6.9,4.9,4.3,94.6,184.6,0.9,184.6,2,997.7,-11.9,6
6069,18/03/2023,2,0,0,0.3,7.1,6.6,4.9,4.3,96.3,193.6,0.1,193.6,0.5,997.4,-10.3,5.7
6069,18/03/2023,3,1.5,0,0.2,6.9,6.6,4.9,4.4,96.3,169.6,0.1,169.6,0.9,997.2,-7.2,5.5
6069,18/03/2023,4,2.7,0,0.2,6.9,6.6,4.9,4.4,96.3,196.7,0.1,196.7,1.1,997.4,-7.8,5.4
6069,18/03/2023,5,1.3,0,0.1,6.8,6.5,4.9,4.4,96.3,182.5,0,182.5,0.4,997.4,-8,5.7
6069,18/03/2023,6,0.8,0,1.4,6.7,6.4,4.9,4.5,96.3,178.2,0,178.2,1.1,997.5,-5.8,5.7
6069,18/03/2023,7,0.1,0,26.7,6.8,6.7,5,4.5,96.3,221.2,0,221.2,0.5,997.7,12.7,5.5
6069,18/03/2023,8,0,0,58.3,7.1,7.3,5,4.5,96.3,289,0.1,289,1.2,998.2,37.7,5.6
6069,18/03/2023,9,0,0,91.5,7.4,7.7,5,4.6,96.3,298.9,0,298.9,1.2,998.7,61.9,6.4
6069,18/03/2023,10,0.2,0,80.2,7.4,7.8,5.1,4.6,96.3,292.9,0,292.9,1.2,999.3,54.9,7.9
6069,18/03/2023,11,0.1,0,130.4,7.4,7.9,5.2,4.6,96.3,306,0.1,306,1,999.5,93.6,9.2
6069,18/03/2023,12,0,0,238.4,8,9.1,5.3,4.7,96.3,285.7,0.1,285.7,1.1,1000.1,173.1,10.7
6069,18/03/2023,13,0,0,210.6,8.6,9.6,5.5,4.7,96.3,264,0.3,264,1.3,1000.5,148.2,13.9
6069,18/03/2023,14,0,0,210.5,9.4,10.3,5.7,4.8,95.5,264.8,1.6,264.8,1.9,1000.8,137.5,17.2
6069,18/03/2023,15,0,0,153.4,10,10.8,5.9,4.8,92.1,288.6,1.8,288.6,1.6,1001,87.9,19
6069,18/03/2023,16,0,0,115.5,9.9,10.5,6.1,4.9,92.2,289.5,0.5,289.5,1,1001,59.2,19.8
6069,18/03/2023,17,0,0,53.9,9.6,9.8,6.3,5,93.6,69.8,0.2,69.8,0.6,1001.4,8.7,19.7
6069,18/03/2023,18,0,0,6.9,9.4,9.1,6.5,5.1,94.1,121.5,0,121.5,0.1,1001.8,-15,18.4
6069,18/03/2023,19,0,0,0,8.9,8.2,6.6,5.2,94.1,240,1.3,240,1.2,1002.4,-62.6,16.3
6069,18/03/2023,20,0,0,0,7.7,6.4,6.6,5.3,94,238,0.6,238,0.3,1002.6,-41,13.5
6069,18/03/2023,21,0,0,0,7,5.3,6.5,5.4,94,98.5,0,98.5,0.2,1003,-41.1,10.2
6069,18/03/2023,22,0,0,1.5,6.5,5.6,6.5,5.4,94,130.2,0.1,130.2,0.1,1003.2,-7.2,7.5
6069,18/03/2023,23,0,0,0.6,7.3,7,6.4,5.5,94,180.8,0.1,180.8,0.3,1003.2,-8.5,5.7
6069,19/03/2023,0,0,0,0,7.5,7.2,6.3,5.5,94,162.7,1,162.7,0.9,1003.5,-10,5.3
6069,19/03/2023,1,0,0,0,7.3,7.1,6.2,5.5,94,95,1.4,95,1.1,1003.5,-12,5.3
6069,19/03/2023,2,0,0,0,7.3,7,6.2,5.6,94,119.7,2.6,119.7,1.8,1003.3,-19,5.3
6069,19/03/2023,3,0,0,0.1,7.4,7.2,6.2,5.6,94.2,133.4,3,133.4,2.2,1003.3,-11.1,5.1
6069,19/03/2023,4,0,0,0,7.3,7.2,6.2,5.6,95.7,128,3.1,128,2.4,1003.3,-10.5,5
6069,19/03/2023,5,0,0,0,7,7,6.2,5.6,95.7,126.9,3.5,126.9,2.8,1003.3,-9.3,5
6069,19/03/2023,6,0,0,2.8,6.6,6.6,6.1,5.6,95.7,134,3.1,134,2.4,1003.2,-7.5,5
6069,19/03/2023,7,0,0,33,6.7,6.8,6.1,5.6,95.7,133.3,3.6,133.3,2.8,1003.3,15.8,4.9
6069,19/03/2023,8,0,0,84.4,7.1,7.3,6.1,5.6,95.7,138.5,4.2,138.5,3.2,1003.4,52.9,5
6069,19/03/2023,9,0,0,129.2,7.7,8.1,6.1,5.6,95.7,144,4.3,144,3.5,1003.8,83.7,5.9
6069,19/03/2023,10,0,0,167.6,8.6,9.1,6.2,5.6,95.8,142.8,3.7,142.8,2.9,1003.9,101.5,7.7
6069,19/03/2023,11,0,0,159.1,9.4,9.9,6.3,5.7,95.7,143,3.7,143,3,1004,99.9,9.8
6069,19/03/2023,12,0,0,121.5,9.5,9.8,6.4,5.7,95.3,143.9,3.6,143.9,2.9,1003.7,72.5,11.8
6069,19/03/2023,13,0.3,0,157.9,9.2,9.6,6.5,5.7,95.2,157.7,4.5,157.7,3.6,1003.6,104.5,12.9
6069,19/03/2023,14,0,0,143.6,9.4,10,6.6,5.7,95.2,165.3,3.1,165.3,3,1003.5,93.8,13.7
6069,19/03/2023,15,0,0,78.9,9.9,10.1,6.8,5.8,95.2,180.7,2.1,180.7,2.7,1003.4,45.3,14.8
6069,19/03/2023,16,0,0,58.9,10.1,10,6.9,5.8,95.2,208,1,208,2.1,1003.4,29.1,15
6069,19/03/2023,17,0,0,48.5,9.9,9.7,7,5.9,92.7,213.3,1.4,213.3,2.4,1003.2,2,14.5
6069,19/03/2023,18,0,0,7.1,9.3,9,7.1,6,92.4,213.2,1.1,213.2,2.2,1003.3,-19.5,13.6
6069,19/03/2023,19,0,0,0.1,8.7,8.5,7.1,6,92.9,218.3,1,218.3,2.1,1003.7,-16.4,12.2
6069,19/03/2023,20,0,0,0.1,8.4,8.2,7.1,6.1,94.6,214.4,1.2,214.4,2.3,1003.7,-13.3,10.7
6069,19/03/2023,21,0,0,0.1,7.8,7.7,7.1,6.1,95.6,220.2,2.2,220.2,2.6,1003.8,-12.9,9.5
6069,19/03/2023,22,0,0,0,7.3,7.3,7.1,6.2,95.7,225.9,2.6,225.9,2.7,1003.8,-11.1,8.5
6069,19/03/2023,23,0,0,0.1,7,7,7.1,6.2,95.7,224.8,2,224.8,2.6,1003.4,-9.7,7.6
6069,20/03/2023,0,0,0,0.2,6.8,6.8,7,6.2,95.7,218.6,1.8,218.6,2.4,1003.2,-9.3,6.8
6069,20/03/2023,1,0,0,0,6.6,6.6,7,6.3,95.7,231.1,3.8,231.1,3,1003.1,-8.6,6.1
6069,20/03/2023,2,0.2,0,0.1,6.3,6.3,6.9,6.3,95.7,240,3.5,240,2.9,1002.9,-7.6,5.5
6069,20/03/2023,3,0,0,0.1,6.3,6.2,6.9,6.3,95.7,245.9,3.1,245.9,2.5,1002.5,-7,4.9
6069,20/03/2023,4,0,0,0.1,6.2,6.3,6.9,6.3,95.7,253,3.5,253,2.7,1002.2,-7,4.4
6069,20/03/2023,5,0,0,0.1,6.2,6.2,6.8,6.3,95.7,260.3,3.8,260.3,2.9,1002.2,-6.9,4
6069,20/03/2023,6,0,0,0.9,6.1,6,6.8,6.3,95.7,266.9,4.7,266.9,3.5,1002.4,-7.9,3.6
6069,20/03/2023,7,0.3,0,11.2,5.8,5.6,6.8,6.3,95.7,275.2,4.2,275.2,3.1,1002.5,0,3.3
6069,20/03/2023,8,0.9,0,32,5.7,5.7,6.7,6.3,95.7,267.3,3.5,267.3,2.5,1002.7,16.3,2.9
6069,20/03/2023,9,0.2,0,104.3,5.6,5.7,6.7,6.3,95.7,269.1,4,269.1,2.9,1003.1,66.9,2.8
6069,20/03/2023,10,0,0,237.4,6.1,6.4,6.7,6.3,94.1,268.7,4.6,268.7,3.5,1003.2,153.2,3.3
6069,20/03/2023,11,0,0,198.2,6.8,7.2,6.7,6.3,84.8,282.2,4.9,282.2,3.7,1003.3,127.8,4.9
6069,20/03/2023,12,0,0,260.6,7.2,7.8,6.7,6.3,74.7,282,5.7,282,4.3,1003.2,172.8,6.9
6069,20/03/2023,13,0,0,347.4,7.6,8.4,6.8,6.3,71,281.3,6.3,281.3,4.7,1003.1,227.3,8.4
6069,20/03/2023,14,0,0,278,7.6,8.3,7,6.3,69.6,279.8,5.9,279.8,4.4,1003.1,164.7,10.2
6069,20/03/2023,15,0,0,246.5,7.6,8.1,7.1,6.3,69.5,290.2,6,290.2,4.4,1003.1,119,11.2
6069,20/03/2023,16,0,0,252.1,7.8,8.7,7.2,6.3,68.3,283.3,5.8,283.3,4.3,1003.2,112.3,11
6069,20/03/2023,17,0,0,130.8,7.1,7.4,7.2,6.4,74.1,276.2,5.3,276.2,4.1,1003.3,-10.7,10.5
6069,20/03/2023,18,0,0,20.2,6,5.6,7.3,6.4,82.3,290.9,3.6,290.9,2.6,1003.6,-81.1,8.8
6069,20/03/2023,19,0,0,0,4.9,4.1,7.2,6.5,90.4,284.9,3.2,284.9,2.2,1004,-89.7,5.9
6069,20/03/2023,20,0,0,0,4.1,3.2,7.1,6.5,93.3,259.6,2,259.6,1.6,1004.1,-82.5,2.8
6069,20/03/2023,21,0,0,0,3.4,2.2,7,6.5,93.7,245.2,0.9,245.2,1.2,1004.2,-53,0.2
6069,20/03/2023,22,0,0,0.1,2.8,1.7,6.8,6.5,95.1,235.1,0.8,235.1,1.3,1004.3,-30,-2.1
6069,20/03/2023,23,0,0,0.1,3.3,3.2,6.7,6.5,95.1,251.8,2.1,251.8,2,1004.5,-8.8,-3.9
6069,21/03/2023,0,0,0,0,3,3,6.5,6.5,95.1,248.5,2.8,248.5,2.2,1004.4,-12,-4.4
6069,21/03/2023,1,0,0,0,2.7,2.5,6.4,6.4,95.1,237.2,2.4,237.2,2,1004.3,-16.4,-4.2
6069,21/03/2023,2,0,0,0,2.4,2.3,6.3,6.4,95.1,221.1,2.4,221.1,2.1,1004,-10.3,-4.4
6069,21/03/2023,3,0,0,0.1,1.9,2.1,6.2,6.4,95.1,213.5,2.2,213.5,1.7,1003.8,-5.5,-4.6
6069,21/03/2023,4,0,0,0.2,2,2.1,6.1,6.3,95.2,214.2,1.6,214.2,1.9,1003.7,-4.5,-4.6
6069,21/03/2023,5,0,0,0,1.4,1.6,6.1,6.3,96.4,190,2.2,190,1.9,1003.4,-4.3,-4.6
6069,21/03/2023,6,0,0,6.7,1.1,1.3,6,6.2,96.5,168.1,2.4,168.1,2.1,1003.2,-0.3,-4.6
6069,21/03/2023,7,0,0,46.6,0.6,1.1,5.9,6.2,96.4,170,2.7,170,2.3,1003.1,32.6,-4.8
6069,21/03/2023,8,0,0,106.6,1.5,2.3,5.8,6.1,96.5,138.7,2.1,138.7,1.7,1003,76.7,-4.7
6069,21/03/2023,9,0,0,112.3,2.8,3.5,5.8,6.1,96.5,131.8,2.7,131.8,2.2,1002.6,77.8,-3.4
6069,21/03/2023,10,0,0,142.4,4,4.7,5.8,6.1,96.5,133.8,3.2,133.8,2.6,1002.4,98.5,-1.6
6069,21/03/2023,11,0,0,188.9,5.9,6.6,5.8,6,96.5,147.1,4.4,147.1,3.6,1001.9,130.8,0.5
6069,21/03/2023,12,0,0,111.7,6.3,6.6,5.9,6,96.3,148.5,4.6,148.5,3.8,1001.1,75.8,3
6069,21/03/2023,13,0.2,0,115.4,6.3,6.6,6,6,96.3,148.6,5,148.6,4,1000.4,82.2,4.4
6069,21/03/2023,14,0.3,0,97.9,6.7,7,6.1,6,96.4,154.7,4.8,154.7,4,999.4,68.5,5.3
6069,21/03/2023,15,1.3,0,63.1,7.2,7.4,6.2,6,96.4,159.8,4.4,159.8,3.5,998.6,41.5,5.9
6069,21/03/2023,16,0.8,0,48.8,7.9,7.9,6.3,6,96.4,175.1,4.2,175.1,3.5,997.8,28.9,6.3
6069,21/03/2023,17,0.8,0,24.2,8.1,8,6.4,6,96.4,209.2,3.3,209.2,2.6,997.6,7.6,6.7
6069,21/03/2023,18,0.7,0,4.7,7.9,7.7,6.4,6.1,96.4,207,3.3,207,2.6,997.3,-6.9,6.9
6069,21/03/2023,19,0,0,0.1,7.6,7.4,6.5,6.1,96.4,211.5,3.6,211.5,2.9,997.3,-10.8,6.6
6069,21/03/2023,20,0,0,0.5,7.5,7.1,6.5,6.1,96.4,203.3,3.4,203.3,2.7,996.8,-11.3,6
6069,21/03/2023,21,0,0,0.6,7.6,7.2,6.6,6.1,96.3,205.1,3.6,205.1,2.8,996.3,-9.9,5.4
6069,21/03/2023,22,0,0,0.1,7.4,7.2,6.6,6.2,96.3,208.7,3.7,208.7,3,995.9,-9,4.9
6069,21/03/2023,23,0,0,0,7.3,7.2,6.6,6.2,96.3,211.8,3.7,211.8,3,995.5,-8.3,4.6
6069,22/03/2023,0,0,0,0.1,7.3,7.2,6.6,6.2,96.3,207.4,4.1,207.4,3.3,995.2,-8.1,4.4
6069,22/03/2023,1,0,0,0.1,7.3,7.1,6.6,6.2,96.3,200,3.7,200,3,994.6,-8.7,4.2
6069,22/03/2023,2,0.1,0,0.2,7.3,7.1,6.6,6.2,96.3,200.1,4.1,200.1,3.3,993.9,-8.3,4.1
6069,22/03/2023,3,0.1,0,0.2,7.4,7.3,6.6,6.2,96.4,201.5,4.2,201.5,3.4,993.2,-7.9,4
6069,22/03/2023,4,0.1,0,0,7.4,7.3,6.6,6.2,96.4,197,4.1,197,3.3,992.7,-8.4,3.9
6069,22/03/2023,5,0.2,0,0.3,7.5,7.3,6.6,6.3,96.4,190.4,4.4,190.4,3.7,992.2,-10.4,4
6069,22/03/2023,6,0,0,3.9,7.4,7.2,6.6,6.3,96.4,188.9,5.1,188.9,4.3,991.6,-7,4
6069,22/03/2023,7,0.2,0,17.5,7.3,7.1,6.6,6.3,96.4,193.7,5.1,193.7,4.2,991.2,3.4,4
