station,date,time,prec,surfwet,glorad,metp,megrtp,mesotp10,mesotp30,meanrh,meanwd,meanwv,wd2,wv2,pres,netrad,heatflux
6069,01/01/2023,0,1.2,0,0,4.7,4.5,5.5,5.6,94,65.4,0.2,65.4,0.7,990.6,-5.9,-1.5
6069,01/01/2023,1,1.3,0,0,4.7,4.6,5.4,5.6,94,96.4,1.6,96.4,1.2,990.1,-5.6,-1.6
6069,01/01/2023,2,2.6,0,0,4.7,4.5,5.4,5.6,94,125.5,1.2,125.5,0.7,990.3,-5.3,-1.7
6069,01/01/2023,3,0.8,0,0.1,4.7,4.6,5.4,5.6,94,79.6,1.9,79.6,1.3,989.8,-5.5,-1.9
6069,01/01/2023,4,0.3,0,0,4.6,4.5,5.4,5.6,94,63.4,1.5,63.4,1,990.2,-5.4,-1.9
6069,01/01/2023,5,0.1,0,0,4.3,4.2,5.4,5.6,94,58.3,2.5,58.3,1.8,990.4,-5.5,-1.7
6069,01/01/2023,6,0.1,0,0.1,4.3,4.2,5.4,5.6,94,87.7,2.6,87.7,1.8,990.7,-5.6,-1.7
6069,01/01/2023,7,0.1,0,0.1,4.4,4.3,5.4,5.6,94,89.4,2.7,89.4,1.9,990.6,-5.8,-1.7
6069,01/01/2023,8,0.3,0,0.2,4.5,4.4,5.4,5.6,94,91.6,3.1,91.6,2.2,991,-5.5,-1.7
6069,01/01/2023,9,0.8,0,4,4.6,4.5,5.4,5.6,94,113.2,3.6,113.2,2.6,991.1,-1.5,-1.7
6069,01/01/2023,10,1,0,16.4,5.3,5.3,5.4,5.6,94,135.6,1.2,135.6,0.9,991.9,7.1,-1.7
6069,01/01/2023,11,0.4,0,32.8,7.7,7.4,5.4,5.6,94.1,242.9,4.6,242.9,3.5,992.8,9.2,-1.3
6069,01/01/2023,12,0,0,62.1,8.6,8,5.4,5.6,93.8,246,5.9,246,4.7,993.9,18.9,-0.1
6069,01/01/2023,13,0,0,58.1,8.5,8,5.5,5.6,91.6,235.8,5.4,235.8,4.2,994.6,21.7,1.6
6069,01/01/2023,14,0,0,27.7,8.5,8,5.5,5.6,88.2,239.8,6.5,239.8,5.2,995.5,-3.9,2.8
6069,01/01/2023,15,0,0,11,8.3,7.8,5.6,5.6,85.4,237.3,6.3,237.3,5,996.2,-56,3.4
6069,01/01/2023,16,0,0,0,7.9,7.3,5.7,5.6,86.1,227.8,4.7,227.8,3.7,997.1,-62.7,3.2
6069,01/01/2023,17,0,0,0,8.1,7.7,5.7,5.7,88,222.2,4.8,222.2,3.9,997.9,-27.3,2.6
6069,01/01/2023,18,0,0,0,8.2,7.8,5.7,5.7,86.2,228.4,5.5,228.4,4.3,998.1,-43.7,2.3
6069,01/01/2023,19,0,0,0,8,7.5,5.8,5.7,85.9,233.6,5.4,233.6,4.3,998.8,-54.4,2.3
6069,01/01/2023,20,0,0,0,7.6,7.1,5.8,5.7,87.7,232.4,4.6,232.4,3.7,999.1,-76.9,2.1
6069,01/01/2023,21,0,0,0,7.7,7.1,5.8,5.7,89.4,223.1,4.2,223.1,3.4,999.7,-53.1,1.7
6069,01/01/2023,22,0,0,0,7.9,7.5,5.8,5.8,90.2,219.6,3.9,219.6,3.1,1000.1,-40.2,1.3
6069,01/01/2023,23,0,0,0,8,7.6,5.8,5.8,90.5,214,3.9,214,3,1000.6,-39.3,1.3
6069,02/01/2023,0,0,0,0,8,7.5,5.8,5.8,91.6,212.3,3.6,212.3,2.8,1000.5,-50.9,1.4
6069,02/01/2023,1,0,0,0,7.8,7.3,5.8,5.8,92.4,197.1,2.9,197.1,2.3,999.9,-47.4,1.5
6069,02/01/2023,2,0,0,0,7.8,7.5,5.8,5.8,92.4,202.6,3.6,202.6,2.8,999.9,-46.5,1.5
6069,02/01/2023,3,0,0,0,7.8,7.4,5.8,5.8,92.4,201.5,3.2,201.5,2.5,999.7,-44.9,1.5
6069,02/01/2023,4,0,0,0,7.7,7.3,5.9,5.9,92.4,196.5,2.4,196.5,2,999.2,-42.9,1.5
6069,02/01/2023,5,1,0,0,7.5,7.1,5.9,5.9,92.4,180.8,1.5,180.8,1.6,999.1,-25.6,1.5
6069,02/01/2023,6,1.6,0,0,7.2,6.8,5.9,5.9,92.4,173.8,1,173.8,1.4,998.9,-21.1,1.6
6069,02/01/2023,7,1.3,0,0,7.1,6.6,5.9,5.9,92.4,112.3,0.2,112.3,0.9,998.7,-18.6,1.7
6069,02/01/2023,8,2.1,0,0,6.9,6.5,5.9,5.9,92.4,206.4,0.4,206.4,0.7,998.7,-18,1.6
6069,02/01/2023,9,1.2,0,2.5,6.5,5.9,5.9,5.9,92.4,62.9,0.3,62.9,0.2,998.6,-16.9,1.6
6069,02/01/2023,10,0.7,0,22,6.1,5.8,6,5.9,92.4,37.7,0,37.7,0.1,998.6,3.7,1.4
6069,02/01/2023,11,0.1,0,46.2,6.3,6.3,6,5.9,92.4,300.2,0,300.2,0.4,998.7,21.6,1.3
6069,02/01/2023,12,0.2,0,33.9,6.3,6.3,6,6,92.4,275.6,0.1,275.6,0.3,998.8,14.8,1.7
6069,02/01/2023,13,0.4,0,38.9,6.2,6.1,6,6,92.4,247.4,1.8,247.4,1.4,998.9,20.1,2.2
6069,02/01/2023,14,0.2,0,38.8,6.2,6.1,6,6,92.4,229.7,1.7,229.7,1.4,999.2,13.6,2.4
6069,02/01/2023,15,0,0,13.5,6.1,5.9,6.1,6,92.4,212.5,2.5,212.5,1.9,999.4,-8.7,2.5
6069,02/01/2023,16,0,0,0.6,6.1,5.7,6.1,6,92.4,211.3,3,211.3,2.3,999.7,-23.7,2.3
6069,02/01/2023,17,0.6,0,0.1,6.1,5.7,6.1,6,92.4,207.6,3.1,207.6,2.5,999.9,-16.4,1.6
6069,02/01/2023,18,0.7,0,0.3,5.8,5.5,6.1,6,92.4,226.5,4,226.5,3.2,1000,-16.6,0.9
6069,02/01/2023,19,0.5,0,0.3,5.4,5,6.1,6.1,92.4,247.3,5.2,247.3,4.1,1000.4,-25.3,0.5
6069,02/01/2023,20,1.9,0,0.2,3.6,3.4,6.1,6.1,92.3,253.4,5.3,253.4,4,1001,-7.2,-0.2
6069,02/01/2023,21,0.1,0,0.1,4.5,4.2,6,6.1,92.4,251.6,5.1,251.6,3.9,1001.8,-21,-1.4
6069,02/01/2023,22,0,0,0.1,4.6,4,6,6.1,92.4,263.6,5.2,263.6,3.9,1002.7,-46.5,-2.2
6069,02/01/2023,23,0.2,0,0.1,4.4,3.7,5.9,6.1,92.3,265.8,4.6,265.8,3.5,1003.6,-47.4,-2.8
6069,03/01/2023,0,0,0,0.5,4.1,3.5,5.9,6.1,92.3,254.6,3.9,254.6,2.9,1004.4,-36.1,-3.5
6069,03/01/2023,1,0,0,0.1,4.4,3.9,5.8,6.1,92.3,248.3,3.7,248.3,2.8,1005.2,-13.7,-4.1
6069,03/01/2023,2,0.1,0,0,4.2,3.7,5.7,6,92.3,259.8,3.5,259.8,2.7,1005.9,-21.9,-4.2
6069,03/01/2023,3,0,0,0.9,4.7,4.1,5.7,6,92.2,265.6,3.7,265.6,2.6,1006.7,-16.6,-4.2
6069,03/01/2023,4,0,0,0.3,5.2,4.7,5.7,6,90,276.1,4.4,276.1,3.1,1007.4,-18.9,-4.2
6069,03/01/2023,5,0.6,0,0.2,4.9,4.5,5.6,6,92.1,289,3,289,2.2,1008.2,-23.2,-4.1
6069,03/01/2023,6,0,0,0,4.1,3.2,5.6,6,92.4,257.9,2.5,257.9,1.7,1009,-68.4,-3.9
6069,03/01/2023,7,0,0,0.7,3.9,3,5.6,6,92.4,255.3,3.4,255.3,2.4,1009.5,-51.2,-4.4
6069,03/01/2023,8,0.1,0,0.4,4.3,3.8,5.5,5.9,91.6,261.9,3.8,261.9,2.8,1010.5,-40.3,-5.3
6069,03/01/2023,9,0,0,20.4,3.4,2.6,5.4,5.9,93,231.8,0.8,231.8,1,1011.2,-45.6,-5.6
6069,03/01/2023,10,0,0,66.8,3.7,3.4,5.4,5.9,93.2,235.8,1.4,235.8,1.4,1011.9,-3.2,-6
6069,03/01/2023,11,0,0,140.1,4.7,5.4,5.3,5.9,91.2,240.2,2,240.2,1.9,1012.9,-5.3,-6
6069,03/01/2023,12,0,0,133.9,5.2,6,5.3,5.8,89,243.4,2.3,243.4,1.9,1013,-6,-5.2
6069,03/01/2023,13,0,0,145.4,5.7,6.5,5.3,5.8,86.3,240.4,2.2,240.4,1.9,1012.9,26.5,-4.3
6069,03/01/2023,14,0,0,87.4,5.6,6.2,5.3,5.8,83.2,251,2.6,251,2,1012.8,-49.9,-3.2
6069,03/01/2023,15,0,0,31.7,4.8,4.7,5.4,5.8,85.2,210.3,1.4,210.3,1.1,1012.8,-45.2,-2.5
6069,03/01/2023,16,0,0,0.6,4,2.8,5.4,5.8,87.4,201.9,1.5,201.9,1.3,1012.8,-79.3,-2.9
6069,03/01/2023,17,0,0,0,2.6,0.4,5.3,5.8,87,181.4,0.9,181.4,1.1,1012.5,-90.6,-4
6069,03/01/2023,18,0,0,0,1.7,0.2,5.3,5.7,89.9,158.8,2.1,158.8,1.6,1012.1,-69.7,-5.7
6069,03/01/2023,19,0,0,0.1,1.9,1.2,5.2,5.7,89.2,159.1,3.8,159.1,2.9,1011.6,-55.7,-7.3
6069,03/01/2023,20,0,0,0,1.6,0.9,5.1,5.7,90.4,157.2,4.2,157.2,3.2,1010.8,-78.4,-8.4
6069,03/01/2023,21,0,0,0,2,1.4,5,5.7,90.6,158.8,5.3,158.8,4.4,1009.9,-48.1,-9.2
6069,03/01/2023,22,0,0,0.1,2.5,2.2,4.9,5.7,89.8,161.2,6,161.2,4.8,1009,-21.6,-9.6
6069,03/01/2023,23,0.8,0,0,3,2.7,4.8,5.6,92.9,157.8,5.2,157.8,4.4,1008.2,-8,-9.5
6069,04/01/2023,0,1.1,0,0.3,3.3,3.1,4.7,5.6,94.4,147.8,6.2,147.8,5.1,1006.9,-7.4,-8.8
6069,04/01/2023,1,0.7,0,0.4,3.9,3.7,4.7,5.5,95.1,147.8,6.6,147.8,5.4,1005.3,-6.4,-8
6069,04/01/2023,2,0.6,0,0.2,4.5,4.3,4.7,5.5,95.1,151.9,7,151.9,5.8,1003.4,-7.1,-7.1
6069,04/01/2023,3,1.2,0,0.2,5,4.8,4.7,5.5,95.1,152.5,7.2,152.5,5.7,1001.7,-7.7,-6.1
6069,04/01/2023,4,1.5,0,0.2,5.2,5,4.7,5.4,95.1,157.1,6.9,157.1,5.6,999.6,-8.2,-5.1
6069,04/01/2023,5,0.8,0,0.4,5.3,5.1,4.8,5.4,95.1,154.8,6.9,154.8,5.7,997.4,-7.9,-4.2
6069,04/01/2023,6,1.8,0,0.2,5.4,5.2,4.8,5.4,95.1,160,7.3,160,5.7,995.4,-8.5,-3.4
6069,04/01/2023,7,1.2,0,0.5,5.5,5.2,4.9,5.4,95.1,157.1,6.9,157.1,5.5,993.5,-7.9,-2.7
6069,04/01/2023,8,0,0,0.5,5.6,5.4,4.9,5.4,95.1,156.1,6.2,156.1,5.2,991.6,-6.6,-2.3
6069,04/01/2023,9,1.6,0,5.2,5.8,5.7,5,5.4,95.2,168.1,5.7,168.1,4.5,990.4,-3,-1.9
6069,04/01/2023,10,0.5,0,15.5,6.6,6.5,5,5.4,95.2,185.6,4.6,185.6,3.7,989.7,4.2,-1.3
6069,04/01/2023,11,0,0,27.7,8.8,8.6,5.1,5.4,95.2,233.6,4.3,233.6,3.4,989.7,12.2,-0.5
6069,04/01/2023,12,0,0,35.2,9.7,9.3,5.1,5.4,95.2,243.1,4.8,243.1,3.7,989.4,16.2,1
6069,04/01/2023,13,0.2,0,27.9,9.7,9.2,5.2,5.4,95.2,249.3,5,249.3,3.9,988.8,9,2.9
6069,04/01/2023,14,0.2,0,17,9.5,9,5.4,5.4,95.2,245.8,4.5,245.8,3.4,988.2,-0.8,4.4
6069,04/01/2023,15,0,0,6.5,9.3,8.9,5.5,5.5,95.2,240.6,4.4,240.6,3.5,987.7,-9.1,5.3
6069,04/01/2023,16,0.1,0,1.7,8.9,8.5,5.6,5.5,95.2,239.8,4.9,239.8,3.9,987.1,-9.6,5.8
6069,04/01/2023,17,1.8,0,0.2,8.6,8.3,5.7,5.5,95.2,238.8,5,238.8,3.9,986.6,-10.7,5.8
6069,04/01/2023,18,0.9,0,0.3,8.5,8.1,5.8,5.6,95.2,251.8,5.5,251.8,4.2,986.3,-13.8,5.9
6069,04/01/2023,19,0.1,0,1,8.2,7.8,5.8,5.6,95.2,250.2,5.9,250.2,4.5,986.1,-12.6,5.9
6069,04/01/2023,20,0.3,0,0.5,7.8,7.5,5.9,5.7,95.1,263.3,6.3,263.3,4.7,985.9,-11,5.6
6069,04/01/2023,21,0.1,0,1.3,7.3,6.9,6,5.7,94.3,254.8,6.9,254.8,5.1,985.8,-9.4,5.1
6069,04/01/2023,22,0,0,0.4,7.1,6.8,6,5.8,94.3,251.2,6.8,251.2,5.3,985.5,-9.3,4.5
6069,04/01/2023,23,0.5,0,0.7,6.8,6.6,6,5.8,94.3,277.8,7,277.8,5.2,985.7,-10.4,3.9
6069,05/01/2023,0,0.1,0,0.2,4.4,4.3,6,5.8,94.3,312.4,6.1,312.4,4.5,986.9,-10.6,3.4
6069,05/01/2023,1,0,0,0.3,3.2,3,6,5.9,94.2,309.7,5.3,309.7,3.9,987.8,-6.9,2.3
6069,05/01/2023,2,0,0,0,2.7,2.6,6,5.9,94.2,310.2,5.2,310.2,3.8,989,-9.2,0.7
6069,05/01/2023,3,0,0,0.2,2.5,2.4,6,5.9,94.2,315,5.1,315,4,990,-7.3,-0.9
6069,05/01/2023,4,0,0,0.1,2.3,2.1,5.9,5.9,94.2,324.1,5.4,324.1,4.1,991.1,-15.8,-2.2
6069,05/01/2023,5,0,0,0,2.1,1.9,5.8,5.9,94.2,327.8,5.8,327.8,4.3,992.4,-19.9,-3.2
6069,05/01/2023,6,0,0,0,1.9,1.8,5.7,5.9,94.2,326.7,5.6,326.7,4.2,994.1,-14.1,-4.2
6069,05/01/2023,7,0,0,0,1.8,1.7,5.7,5.9,94.2,325.1,6.2,325.1,4.4,995.9,-21.5,-5.1
6069,05/01/2023,8,0,0,0.9,1.8,1.6,5.6,5.9,94.2,326.6,5.1,326.6,3.7,998,-25.7,-5.8
6069,05/01/2023,9,0,0,13.7,1.7,1.5,5.5,5.9,94.2,328.6,4.7,328.6,3.5,999.3,-35.4,-6.4
6069,05/01/2023,10,0,0,43.8,1.7,1.6,5.4,5.9,94.2,318.7,3.7,318.7,2.7,1000.9,-10.5,-6.9
6069,05/01/2023,11,0,0,70.4,2,2.1,5.3,5.9,93.8,329.8,3.9,329.8,3,1002.5,17.3,-7.1
6069,05/01/2023,12,0,0,103.1,2.2,2.5,5.3,5.8,91.9,327.6,3.7,327.6,2.6,1003.6,29.7,-6.6
6069,05/01/2023,13,0,0,84.8,2.3,2.6,5.2,5.8,90.4,321.2,3.3,321.2,2.2,1004.4,-1.2,-5.8
6069,05/01/2023,14,0,0,64.9,2.2,2.6,5.2,5.8,89,271.2,1.9,271.2,1.5,1005.2,25,-5.1
6069,05/01/2023,15,0,0,10.1,1.9,1.8,5.2,5.7,87.2,291.3,1.2,291.3,0.9,1006,-23.9,-4.5
6069,05/01/2023,16,0,0,1.1,1.4,0.4,5.2,5.7,87,167.7,0.9,167.7,0.4,1006.8,-52.8,-4.6
6069,05/01/2023,17,0,0,0,0.5,-1.5,5.2,5.7,89.7,42.8,0.8,42.8,0.2,1006.9,-70.8,-5.6
6069,05/01/2023,18,0,0,0,-0.4,-2.6,5.1,5.7,91,15,0.2,15,0,1007.1,-45.4,-7.2
6069,05/01/2023,19,0,0,0.1,-1,-2.7,5,5.7,92.4,156,0.2,156,0.1,1007.3,-31.1,-8.9
6069,05/01/2023,20,0,0,0,-1,-2.7,4.9,5.6,93.9,110.1,1.1,110.1,0.8,1007.4,-22.9,-10.3
6069,05/01/2023,21,0,0,0,-0.6,-1.7,4.7,5.6,93.9,144.6,2.2,144.6,1.6,1007.3,-10.1,-11.5
6069,05/01/2023,22,0,0,0,0.1,-0.6,4.6,5.6,93.9,141.8,2.7,141.8,2,1007.4,-21.8,-12.3
6069,05/01/2023,23,0,0,0,0.4,-0.1,4.5,5.5,93.9,131.2,3.6,131.2,2.7,1007.1,-38.6,-12.7
6069,06/01/2023,0,0,0,0,0.7,0.3,4.4,5.5,94,127,4.1,127,3.1,1006.3,-23,-12.8
6069,06/01/2023,1,0,0,0,1.3,1,4.3,5.4,92.9,144.4,6.5,144.4,5,1005.5,-19.3,-12.6
6069,06/01/2023,2,0,0,0,1.9,1.5,4.2,5.4,91.7,143,7.2,143,5.6,1004.5,-13.7,-12.4
6069,06/01/2023,3,0.5,0,0,2.2,2,4.2,5.3,93.2,133.8,7,133.8,5.5,1003.4,-5,-11.8
6069,06/01/2023,4,1.1,0,0.2,2.6,2.4,4.1,5.3,94.4,134.7,7.7,134.7,5.9,1002,-4.8,-11
6069,06/01/2023,5,1.1,0,0.1,3,2.8,4.1,5.2,95.1,138.6,8,138.6,6.3,1000.3,-5.4,-10.1
6069,06/01/2023,6,0.6,0,0.2,3.4,3.2,4.1,5.2,95.1,143.3,9.1,143.3,7,998.9,-5.5,-9.2
6069,06/01/2023,7,1.1,0,0.4,3.8,3.6,4.2,5.1,95.1,144.2,9.8,144.2,7.6,997.2,-5.7,-8.2
6069,06/01/2023,8,2,0,0.7,4.1,3.9,4.2,5.1,95.1,147.4,9.4,147.4,7.5,995.8,-5,-7.4
6069,06/01/2023,9,2.8,0,4.1,4.6,4.4,4.2,5.1,95.1,151.7,8.2,151.7,6.7,994.7,-2.4,-6.5
6069,06/01/2023,10,4.1,0,8.3,5.4,5.1,4.2,5,95.1,221.8,5.9,221.8,4.7,995.2,0,-5.5
6069,06/01/2023,11,0.6,0,39,5.7,5.5,4.3,5,95.2,264.3,3,264.3,2.2,996.3,13.9,-3.9
6069,06/01/2023,12,0,0,93.1,6.1,6.1,4.4,5,95.2,217.9,2.9,217.9,2.3,996.4,7.9,-2.6
6069,06/01/2023,13,0,0,72.6,6.7,6.4,4.4,5,95.2,241.5,4,241.5,3.1,997,3.7,-1.5
6069,06/01/2023,14,0,0,67.6,6.9,6.6,4.5,5,93.9,240.8,3.9,240.8,3,997.6,-12,-0.5
6069,06/01/2023,15,0,0,26.2,7,6.7,4.6,5,92.7,237.5,4.5,237.5,3.6,998.1,-24.7,0.3
6069,06/01/2023,16,0,0,0.8,6.7,6.2,4.7,5,91.9,233.5,4.4,233.5,3.6,998.4,-49.4,0.6
6069,06/01/2023,17,0,0,0,6.3,5.9,4.8,5,92.2,216.6,3.2,216.6,2.7,998.7,-15,0.3
6069,06/01/2023,18,0,0,0,6.5,6.1,4.8,5.1,92.4,220,3.7,220,3,999,-18.1,-0.1
6069,06/01/2023,19,0,0,0,6.4,6,4.8,5.1,93.8,215.7,3.7,215.7,2.9,999.7,-12.3,-0.2
6069,06/01/2023,20,0,0,0,6.2,5.9,4.9,5.1,94,210.4,3.8,210.4,3,1000.1,-11.8,-0.1
6069,06/01/2023,21,0,0,0,6.2,5.9,4.9,5.1,94,207.5,3.5,207.5,2.8,1000.6,-12.5,0
6069,06/01/2023,22,0,0,0.1,6.3,5.9,4.9,5.2,94,204.2,3.4,204.2,2.8,1001,-13.3,0
6069,06/01/2023,23,0,0,0.1,6.4,6,5,5.2,94,207.8,3,207.8,2.6,1001.6,-17,0
6069,07/01/2023,0,0,0,0,6.4,6,5,5.2,94,217.3,3,217.3,2.5,1001.8,-25.1,-0.1
6069,07/01/2023,1,0,0,0,6.2,5.7,5,5.2,94,205.8,3.4,205.8,2.7,1001.7,-56.5,-0.1
6069,07/01/2023,2,0,0,0,5.8,5.2,5,5.2,94,183.9,3,183.9,2.4,1001.6,-46.1,-0.5
6069,07/01/2023,3,0,0,0,5.8,5.2,5,5.3,94,175.2,2.4,175.2,2.2,1001.4,-30.8,-1.1
6069,07/01/2023,4,0.2,0,0.1,6,5.8,5,5.3,94.2,174.6,4,174.6,3.3,1001.4,-10.1,-1.5
6069,07/01/2023,5,0,0,0,6.1,5.8,5,5.3,95.4,169.8,3.8,169.8,3,1000.9,-12.8,-1.3
6069,07/01/2023,6,0,0,0.1,6.2,6,5.1,5.3,95.4,171.9,3.9,171.9,3.1,1000.7,-12.5,-0.9
6069,07/01/2023,7,0,0,0.1,6.4,6.2,5.1,5.3,95.4,168.8,4.4,168.8,3.7,1000.5,-10,-0.5
6069,07/01/2023,8,0,0,0.3,6.3,6.1,5.1,5.3,95.4,160.7,4.5,160.7,3.6,1000.2,-9,-0.1
6069,07/01/2023,9,0,0,8.1,6.2,6.1,5.2,5.3,95.4,158.9,5.3,158.9,4.3,999.7,-2.8,0.3
6069,07/01/2023,10,0.2,0,32.6,6.4,6.3,5.2,5.3,95.4,165.7,5.2,165.7,4.2,999.4,17.1,0.7
6069,07/01/2023,11,0.1,0,40.4,6.9,6.9,5.3,5.4,95.4,176.8,4.5,176.8,3.7,999.2,23.9,1.2
6069,07/01/2023,12,0,0,32.6,7.5,7.4,5.3,5.4,95.4,177.5,3.9,177.5,3.2,998.9,17.9,2
6069,07/01/2023,13,0,0,15.3,7.9,7.8,5.4,5.4,95.4,182.9,3.4,182.9,2.8,998.5,1.9,2.8
6069,07/01/2023,14,0,0,13.1,8.4,8.3,5.5,5.4,95.5,195.7,4.2,195.7,3.3,998,-1.6,3.4
6069,07/01/2023,15,0.1,0,5.1,8.6,8.3,5.5,5.5,95.5,196.5,4.2,196.5,3.4,997.8,-10.8,3.9
6069,07/01/2023,16,0,0,0.8,8.6,8.1,5.6,5.5,95.5,170.1,4.1,170.1,3.2,997.3,-20.9,4.4
6069,07/01/2023,17,0,0,0,8.4,7.9,5.7,5.5,95.5,164.7,4.1,164.7,3.3,996.8,-21.3,4.3
6069,07/01/2023,18,0,0,0,8.2,7.7,5.7,5.6,95.5,163.7,4.6,163.7,3.6,996.2,-30.6,4.1
6069,07/01/2023,19,0,0,0,8,7.6,5.8,5.6,95.4,159.2,4.6,159.2,3.7,995.6,-37.2,3.8
6069,07/01/2023,20,0,0,0,8,7.6,5.8,5.6,95.4,162,5.4,162,4.3,994.9,-29.3,3.5
6069,07/01/2023,21,0,0,0,8,7.7,5.8,5.7,94.6,171,6.3,171,5.1,994,-25.7,3.2
6069,07/01/2023,22,0,0,0,8,7.5,5.9,5.7,91.8,165.4,6.9,165.4,5.5,993,-26.5,3.1
6069,07/01/2023,23,0,0,0.1,7.7,7.3,5.9,5.7,91.5,165.8,6.3,165.8,5.1,992.1,-25.4,3
6069,08/01/2023,0,0.1,0,0,7.7,7.3,5.9,5.8,91.5,170.6,6.6,170.6,5.3,991.4,-17.1,2.8
6069,08/01/2023,1,0.1,0,0.1,7.2,6.9,5.9,5.8,92.7,169.9,6.6,169.9,5.2,990.6,-14.6,2.6
6069,08/01/2023,2,0,0,0,7,6.6,6,5.8,93.6,169,7.1,169,5.7,989.9,-11.3,2.5
6069,08/01/2023,3,0,0,0,6.8,6.6,6,5.8,94.3,173.4,7,173.4,5.8,989.4,-10.1,2.4
6069,08/01/2023,4,0,0,0.1,7.1,6.7,6,5.9,94.3,175.7,6.5,175.7,5.3,988.8,-10.8,2.2
6069,08/01/2023,5,0,0,0,7.5,7.2,6,5.9,94.2,181,5.6,181,4.5,988.7,-15.1,2.2
6069,08/01/2023,6,0,0,0,7.9,7.5,6,5.9,89.1,197.5,5.5,197.5,4.4,988.7,-27.3,2.2
6069,08/01/2023,7,0,0,0,7.6,7.1,6,5.9,86.3,200.8,5,200.8,4,988.6,-41,2.2
6069,08/01/2023,8,0,0,0.3,7.4,6.9,6,5.9,87.6,191.7,4.5,191.7,3.6,988.8,-39.1,1.8
6069,08/01/2023,9,0,0,10.5,7.1,6.7,6,5.9,89.1,188.9,4.1,188.9,3.4,988.7,-34.1,1.4
6069,08/01/2023,10,0,0,29.4,7.3,7.1,6,6,89.1,191.4,4.2,191.4,3.5,989,-3.4,1
6069,08/01/2023,11,0,0,37,7.3,7.1,6,6,89.1,188.8,3.6,188.8,2.9,989,3.1,1.2
6069,08/01/2023,12,0,0,31.3,7.4,7.3,6,6,89.1,179.4,4.1,179.4,3.4,988.7,6.7,1.6
6069,08/01/2023,13,0,0,34.3,7.5,7.2,6.1,6,89.1,175.6,4.1,175.6,3.3,988.1,1.5,2.1
6069,08/01/2023,14,0,0,71.8,7.6,7.5,6.1,6,89.1,174,4.6,174,3.6,987.7,14.5,2.4
6069,08/01/2023,15,0,0,21.3,7.3,6.9,6.1,6,89.8,176.5,3.7,176.5,3,987.3,-38.5,2.8
6069,08/01/2023,16,0,0,2,7,6.5,6.2,6,90.2,174.1,3.8,174.1,3,987.1,-37,2.6
6069,08/01/2023,17,0,0,0,6.1,5.5,6.2,6.1,92.6,161,2.8,161,2.2,987,-41.9,2
6069,08/01/2023,18,0,0,0.1,6.2,5.8,6.2,6.1,93.7,165.5,3.6,165.5,2.9,987,-28.5,1
6069,08/01/2023,19,0,0,0,6.2,5.9,6.1,6.1,93.7,162.7,3.2,162.7,2.5,986.9,-19.4,0.3
6069,08/01/2023,20,0,0,0,6.2,5.9,6.1,6.1,93.7,160,3.6,160,2.8,986.7,-21.4,0
6069,08/01/2023,21,0,0,0,6.3,6,6.1,6.1,93.7,156.2,4.1,156.2,3.4,986.3,-21.6,-0.1
6069,08/01/2023,22,0,0,0,5.9,5.4,6.1,6.1,93.7,155.8,3.8,155.8,3.1,985.9,-57.6,-0.2
6069,08/01/2023,23,0,0,0,5.5,5,6.1,6.1,93.7,142,4.4,142,3.4,985.1,-41.4,-0.7
6069,09/01/2023,0,0,0,0,5.4,5.1,6,6.1,93.7,148.9,4.7,148.9,3.7,984.7,-23.4,-1.4
6069,09/01/2023,1,0,0,0,5.3,4.9,6,6.1,93.7,155,5.1,155,4.1,984.3,-40.8,-1.8
6069,09/01/2023,2,0,0,0.1,5.3,5,6,6.1,93.7,157.6,5.1,157.6,4.1,983.9,-29.3,-1.9
6069,09/01/2023,3,0,0,0.1,5.5,5.3,5.9,6.1,93.7,154.2,4.8,154.2,4,983.5,-21.9,-2.1
6069,09/01/2023,4,0,0,0,5.4,5.1,5.9,6.1,93.7,149.7,5.2,149.7,4.1,983.2,-32.9,-2.2
6069,09/01/2023,5,0,0,0,5.1,4.7,5.9,6.1,93.7,150,5.6,150,4.6,982.9,-61.5,-2.2
6069,09/01/2023,6,0,0,0,4.9,4.4,5.9,6.1,93.7,146.6,5.3,146.6,4.2,982.6,-46.8,-2.5
6069,09/01/2023,7,0.1,0,0.1,4.9,4.8,5.8,6.1,93.7,144.8,4.7,144.8,3.9,982.5,-11.7,-3
6069,09/01/2023,8,0.6,0,0.2,5,4.8,5.8,6.1,93.7,151.9,4.4,151.9,3.6,982.5,-10.5,-3
6069,09/01/2023,9,1.1,0,3.6,5.1,4.9,5.8,6.1,93.7,149.8,4.3,149.8,3.5,982.7,-9.1,-2.8
6069,09/01/2023,10,0,0,28,5,4.9,5.8,6.1,93.7,152.9,4.1,152.9,3.3,983,8.6,-2.6
6069,09/01/2023,11,0,0,77.4,5.1,5.1,5.8,6,93.7,169.3,4.3,169.3,3.4,983.4,32.5,-2.3
6069,09/01/2023,12,0,0,66.4,5.6,5.7,5.8,6,93.7,176,3.1,176,2.6,983.7,35.8,-1.6
6069,09/01/2023,13,0,0,80.7,6.2,6.4,5.8,6,93.7,203,2.7,203,2.2,984.2,35.3,-0.5
6069,09/01/2023,14,0,0,39.5,6.4,6.3,5.8,6,93.4,187.1,2.7,187.1,2.3,984.4,6.8,0.8
6069,09/01/2023,15,0,0,20.1,6.4,6,5.9,6,92.9,173.9,3.2,173.9,2.6,984.9,-28.9,1.4
